probe_id	b1	b2	b3	c1	c2	c3	b_mean	b_std	c_mean	c_std	fold_change	log2_fold_change	abs_log2_fold_change	p_value	fwer
1769308_at	6.69886215934826	6.7955925397971395	6.708003066559839	10.9458776869138	11.1455060343751	11.0707252887716	6.7341525885684135	0.05340449186542181	11.054036336686833	0.10085514423567127	0.6092030443412496	-0.7150049435331856	0.7150049435331856	3.2420722365753934e-07	0.00354293654012959
1769309_at	3.04716851575709	3.17740803983918	3.1289499553752402	2.49830834229269	2.16432945959427	2.4441884789426096	3.117842170323837	0.06582644282386427	2.368942093609857	0.17925397457617243	1.3161327069724977	0.3963049647862665	0.3963049647862665	0.002452943800030417	1.0
1769310_at	2.07900693485305	1.4271999906772301	1.8156977248348	1.46207537041049	1.48830007874383	1.62303630758998	1.7739682167883604	0.32790103232576684	1.5244705855814333	0.08636165235850785	1.1636618204160158	0.21867184785412233	0.21867184785412233	0.2715102109292305	1.0
1769311_at	9.276709711799029	9.461820695082231	9.23461767303059	8.972233209667321	9.00613838230067	9.00499688640042	9.324382693303951	0.12087116356487224	8.994456159456137	0.019254100244097155	1.0366810986677557	0.05197216403807138	0.05197216403807138	0.009526175928830366	1.0
1769312_at	6.90018668606141	6.89589516620833	6.95546294237695	6.8514537506493305	6.94571520856451	6.8928535482773805	6.9171815982155636	0.033221984720426125	6.896674169163741	0.04724672972854075	1.0029735244189895	0.004283523503874058	0.004283523503874058	0.5718298147730064	1.0
1769313_at	6.56412309047583	6.60013093986333	6.534412648769161	7.77024503327809	7.81519169303838	7.8517769238405295	6.56622222636944	0.032909394171108435	7.8124045500523325	0.040837340990690356	0.8404867137001316	-0.25070308117301576	0.25070308117301576	2.0833708986289837e-06	0.022767077180217535
1769314_at	8.80755875922876	8.78837201523564	8.98225957595422	8.572726593793089	8.6580981215362	8.6570395293548	8.859396783472873	0.10683389966906716	8.629288081561363	0.04898654486970983	1.0266660122754732	0.037966930633536185	0.037966930633536185	0.027500784355710548	1.0
1769315_at	1.53950619676807	1.45143141986623	1.6393030826712298	1.35282720240619	1.3956144190992201	1.33729707481642	1.5434135664351765	0.09399676097911812	1.3619128987739435	0.030201665018917703	1.13326892477825	0.1804902533975247	0.1804902533975247	0.03340285789003844	1.0
1769316_s_at	1.74658536775967	1.9184567763859701	1.6284698773776498	1.72416719792171	1.9052378959527	1.5188148584096297	1.7645040071744298	0.14582149576784822	1.7160733174280132	0.19333862563411372	1.0282218068741973	0.040151514687402586	0.040151514687402586	0.7465005351794886	1.0
1769317_at	7.22536104849244	7.418889853304581	7.258103389334461	7.071839609878469	6.96135554816049	6.8711572674107995	7.300784763710493	0.1035839001098832	6.96811747514992	0.1005119066928668	1.0477413433035465	0.0672826016168145	0.0672826016168145	0.016236370196647466	1.0
1769318_at	1.3612255820118002	1.25547500026405	1.3033297639716002	1.47097274772506	1.72910069335975	1.72730701187569	1.3066767820824836	0.0529546814046958	1.6424601509868335	0.14851515556136383	0.7955607210911009	-0.32995604657639943	0.32995604657639943	0.02104464212044784	1.0
1769319_at	9.08398939364668	9.17451444882863	9.16060848203334	9.41319469486721	9.36223810604203	9.305386667871641	9.13970410816955	0.04874875422922674	9.360273156260293	0.0539308672459741	0.9764356184473929	-0.034403172136007173	0.034403172136007173	0.006275244562399993	1.0
1769320_at	5.4437410250805796	5.5837122911107	5.54357333844238	5.66637665024637	5.743091170685211	5.88280173619449	5.523675551544554	0.07207586469194942	5.764089852375357	0.10972995457693323	0.9582910213081204	-0.06146424347795289	0.06146424347795289	0.033798989416039336	1.0
1769321_at	1.8456089923653303	1.93689907281496	1.7984205930904698	1.81872079517885	1.68759628652042	1.46653563286968	1.8603095527569202	0.07039994455659461	1.657617571522983	0.17799617875773982	1.1222790978547048	0.1664315021669972	0.1664315021669972	0.14055467852495862	1.0
