	b1	b2	b3	c1	c2	c3	b_mean	b_std	c_mean	c_std	fold_change	log2_fold_change	abs_log2_fold_change	p_value	fwer	FWER
1771789_at	9.5835080068931	9.69493884845816	9.83485180806586	9.68243561838178	10.049726206592	10.00926234304	9.70443288780571	0.125940577989552	9.91380805600459	0.201393234077093	0.978880449670188	-0.0307954201448715	0.0307954201448715	0.201530218606748	1	1
1771790_at	1.17687663773836	1.18233643761569	1.05481102779617	1.23862782805611	1.24908452555963	1.22439984222807	1.13800803438341	0.0721024187006416	1.23737073194794	0.0123902629416706	0.919698522844396	-0.120767071626558	0.120767071626558	0.078308171314743	1	1
1771791_s_at	8.74788829795053	9.49612816121478	8.6253625534072	7.86910224775784	6.99249982657004	7.32411365710247	8.9564596708575	0.471364719863876	7.39523857714345	0.442608197954133	1.21111166021599	0.276331882549664	0.276331882549664	0.0138950174202262	1	1
1771792_at	8.50750197611117	7.87449039034512	8.01444402821141	8.48095996423191	8.44049230290102	8.59341372374627	8.13214546488923	0.332514868954052	8.50495533029307	0.0792342945487567	0.956165570432104	-0.064667636766213	0.064667636766213	0.131894495896017	1	1
1771793_at	1.43749203386944	1.31279146868438	1.55351301172183	1.50124910199191	1.55351301172183	1.38964070380959	1.43459883809188	0.120386848355367	1.48146760584111	0.0837079089309611	0.968363285457992	-0.0463797128778394	0.0463797128778394	0.609316146125929	1	1
1771794_at	4.63850494321408	4.8617525148675	4.84511757066358	5.35435472331372	5.50625166483939	5.59365211357746	4.78179167624839	0.124368389230947	5.48475283391019	0.121088645401833	0.871833575924214	-0.19787532927002	0.19787532927002	0.00217526908754827	1	1
1771795_at	9.57227424938662	9.51342165908579	9.66418322956534	9.08752494086584	9.04137125071072	9.21491164324986	9.58329304601258	0.0759823873846994	9.11460261160881	0.0898830748823599	1.0514219274691	0.0723417278301587	0.0723417278301587	0.00231672221238432	1	1
1771796_at	1.24542141790913	1.30074568086336	1.34277538223843	1.30910125129331	1.21516386624474	1.48036303620299	1.29631416033697	0.0488280388024083	1.33487605124701	0.134465256371772	0.971112006336456	-0.0422903917588714	0.0422903917588714	0.664876860255119	1	1
1771797_at	1.34598893667272	1.50291904102541	1.53649218768485	1.53983513676421	1.49205517625593	1.27099491000181	1.46180005512766	0.101690463724443	1.43429507434065	0.143425726114119	1.01917665428758	0.0274041360729383	0.0274041360729383	0.799827844162281	1	1
1771798_at	1.48830007874383	1.19325603737034	0.947696585450739	0.941645521496316	1.07852329644873	1.14007737501713	1.20975090052164	0.270678951200418	1.05341539765406	0.101570689961913	1.14840821884295	0.199635560667779	0.199635560667779	0.401986567016358	1	1
1771799_at	7.00428632299695	7.08674478550264	6.99480064430933	6.84495583752941	6.97424279548607	6.75265676538435	7.02861058426964	0.0505686023120117	6.85728513279994	0.111306337759631	1.02498444328211	0.0356020133696769	0.0356020133696769	0.0721944836936204	1	1
1771800_at	9.34433086197404	9.25067566643565	9.3395694241969	9.75689823628501	9.70752994144489	9.71519925906755	9.31152531753553	0.0527510933693246	9.72654247893249	0.0265670587670775	0.957331481120257	-0.0629095428358237	0.0629095428358237	0.000261589500518775	1	1
1771801_at	7.44221517224445	7.57263315452472	7.46340050455013	9.2722169608163	9.38929858717343	9.32541545527804	7.49274961043977	0.0699874277131615	9.32897700108926	0.0586220117705937	0.803169480379779	-0.316223645495701	0.316223645495701	4.0514388070774e-06	0.0442741232837418	0.0442741232837418
1771802_at	3.17816943380437	3.55943345195422	3.2351218222009	6.80456325135663	7.60895372475055	7.86166424389796	3.32424156931983	0.205663097999736	7.42506040666838	0.552021912096267	0.447705659920875	-1.15937753789638	1.15937753789638	0.000271326107084384	1	1
1771803_at	6.41933985013403	6.29661706912608	6.29883181436462	6.82085017127419	6.82741941769399	6.77788235602422	6.33826291120824	0.07022342054685	6.80871731499747	0.0269051067790554	0.930904106893532	-0.103295532510808	0.103295532510808	0.000411595701462004	1	1
1771804_at	8.11619422664359	8.27270809765695	8.24582944361442	7.54263830613251	7.65044795911372	7.71135812716426	8.21157725597165	0.083690245689884	7.63481479747016	0.0854394013876306	1.07554373927873	0.105066196222995	0.105066196222995	0.00112313789116007	1	1
1771805_at	6.94247955593355	6.86502317597446	7.18632003761941	6.53383662108515	6.62691429573712	6.68522867174197	6.99794092317581	0.167674955697053	6.61532652952141	0.0763583361193895	1.0578375673441	0.0811181163196804	0.0811181163196804	0.022820620588767	1	1
1771806_at	2.71146380044073	2.40171041525726	2.15591684869986	3.95534183455403	4.60936089505436	4.56941001872869	2.42303035479928	0.278386437822858	4.37803758277903	0.366609860485796	0.553451245903017	-0.853471860792717	0.853471860792717	0.00181922347538969	1	1
1771807_at	2.21274789131218	2.90389774303187	2.32304383112177	2.0771139175093	1.99551127714441	2.15981669636807	2.47989648848861	0.371314013303182	2.07748063034059	0.0821533234585865	1.19370378345335	0.255444877505746	0.255444877505746	0.140768287001226	1	1
1771808_at	1.54375467426759	1.59606470871836	1.0786594600921	1.48830007874383	0.933460865621522	1.3505206796916	1.40615961435935	0.284826874100505	1.25742720801898	0.288896926178855	1.11828311443546	0.161285479848855	0.161285479848855	0.55994109209669	1	1
1771809_at	2.11558756982751	2.24207503637299	2.07464427958005	2.02376337947628	2.2747637638716	2.1295640058832	2.14410229526018	0.08728162323731	2.14269704974369	0.126014506595197	1.00065583023818	0.000945852906715811	0.000945852906715811	0.988092015409806	1	1
1771810_at	7.81705449899513	7.93323719860448	7.76259716744174	7.30314096192777	7.39741556652303	7.44612422577565	7.83762962168045	0.087160810080805	7.38222691807548	0.0726916413103707	1.06168906871312	0.0863613135001427	0.0863613135001427	0.00225188351388967	1	1
1771811_at	1.09421190707978	1.12105287946345	1.16313657121657	0.975893509461007	1.10843752228767	1.10843752228767	1.12613378591993	0.0347421075844138	1.06425618467878	0.0765243214849469	1.05814164120627	0.0815327573088461	0.0815327573088461	0.271248161062343	1	1
1771812_at	6.44349937690902	6.65227635978669	6.56733728847556	6.32264739935756	6.18173948389449	6.37643983469656	6.55437100839042	0.104990716062471	6.29360890598287	0.100545920970053	1.0414328418405	0.0585698083006945	0.0585698083006945	0.0359792146310162	1	1
1771813_at	7.99070099142099	7.75313353439651	7.9544445636318	8.30231343728049	8.4010812589455	8.45746106423625	7.89942636314977	0.127983694068738	8.38695192015408	0.0785329561299772	0.941870948868471	-0.0863986934163819	0.0863986934163819	0.00491680118661866	1	1
1771814_at	6.96858121144333	7.14882468817347	7.05382833805795	7.29423407665085	7.08116303892348	6.89015774647626	7.05707807922492	0.0901656716227485	7.0885182873502	0.202138553748178	0.995564629045059	-0.00641312050229857	0.00641312050229857	0.817766026487685	1	1
1771815_at	1.47040843753545	1.47968862974496	1.35799735944411	1.29865911296865	1.30227936622544	1.50753949178659	1.43603147557484	0.0677386370699141	1.36949265699356	0.119565768536364	1.04858647342247	0.0684458405795356	0.0684458405795356	0.448856594914841	1	1
1771816_at	9.19882078923156	9.31882887646333	9.46841848414438	8.64256875467628	8.6341910927256	8.60528314508675	9.32868938327976	0.135069061859422	8.62734766416288	0.0195621715687581	1.08129285458498	0.112757311821778	0.112757311821778	0.000880551292499231	1	1
1771817_at	8.93483586070002	9.04010189950342	8.94633608440269	7.95653926919336	7.83876666476977	7.77684319642744	8.97375794820204	0.0577425639542654	7.85738304346352	0.0912830587164216	1.14207973552559	0.191663377523557	0.191663377523557	5.72257025558864e-05	0.625362477530727	0.625362477530727
1771818_at	1.6605347084069	1.50879402906835	1.98241972216405	1.27292421486935	1.22105380240088	1.52832385498902	1.71724948654643	0.241852742044943	1.34076729075308	0.164486271504354	1.28079607728339	0.357040794406173	0.357040794406173	0.0896650618983896	1	1
1771819_at	7.62260757935233	7.43223246993407	7.73792898548478	6.22181736951369	6.28476800808542	6.49856487486745	7.59758967825706	0.154376201003817	6.33505008415552	0.14506381633723	1.19929433506126	0.262185773532096	0.262185773532096	0.00049688359695479	1	1
1771820_at	9.68750408907112	9.63936321877834	9.64738171299975	8.84732693457947	8.7754056430045	8.84656659736782	9.65808300694974	0.0257929082751357	8.82309972498393	0.0413060361214229	1.09463604719342	0.130451271479789	0.130451271479789	7.65516635675836e-06	0.0836556579466554	0.0836556579466554
1771821_at	1.03657239717427	1.19528152441447	1.0786594600921	1.23017213310914	1.01467438564813	1.13813968262312	1.10350446056028	0.0822198413008344	1.1276620671268	0.108130269166681	0.978577264172707	-0.0312423306595561	0.0312423306595561	0.773434866774225	1	1
1771822_at	8.06422442972621	8.00453276256147	8.00677104262278	7.81104266901571	7.73070269523456	7.67796973404731	8.02517607830349	0.0338353777285335	7.73990503276586	0.0670120419574425	1.036857176455	0.0522171815080959	0.0522171815080959	0.00275862218174082	1	1
1771823_at	1.94087070500513	1.79867251294386	1.74665495248602	1.68787037247138	1.52513238849891	1.679162025291	1.82873272347834	0.100536818254179	1.63072159542043	0.0915465416681056	1.1214254650297	0.165333735622184	0.165333735622184	0.0651953977898356	1	1
1771824_at	9.40739657735706	9.2245786238123	9.22328792461368	10.150733594868	10.2418750173322	10.0344448747461	9.28508770859435	0.105924553384078	10.1423511623154	0.103968816935397	0.915476851471451	-0.127404688045048	0.127404688045048	0.000561140732065613	1	1
1771825_at	1.31682747336879	1.495409125091	1.29402658098037	1.11916419096856	1.31682747336879	1.24967684354621	1.36875439314672	0.110277087449457	1.22855616929452	0.100509976932356	1.11411625073089	0.155899776306948	0.155899776306948	0.178970424735337	1	1
1771826_at	6.76156370851036	6.96982909498144	6.97732709293326	7.40964299200726	7.44790714554165	7.33383429620232	6.90290663214169	0.122463960163019	7.39712814458374	0.0580570391393135	0.933187379915281	-0.0997612979132476	0.0997612979132476	0.00321400156420641	1	1
1771827_at	8.15449727750255	8.23498160079567	8.22997477937895	7.96782412324125	7.89182517689211	7.83547718483359	8.20648455255906	0.0450918467244959	7.89837549498898	0.066416172931357	1.03900916812141	0.0552083845067449	0.0552083845067449	0.00265840886875913	1	1
1771828_at	10.0482615903465	9.96829817270639	9.68800005995546	10.3900628306916	10.5350250903855	10.5288537873794	9.90151994100278	0.189186658467289	10.4846472361522	0.0819705957184956	0.944382745359453	-0.0825564122913253	0.0825564122913253	0.00805192355461191	1	1
1771829_at	10.0842448875952	10.167888113093	10.1143590390396	10.2229871330541	10.2433338728105	10.2321370813427	10.1221640132426	0.0423643188267094	10.2328193624024	0.0101905144748448	0.989186230574302	-0.015685937266699	0.015685937266699	0.011703577126038	1	1
1771830_at	8.8366447243306	8.96277877751773	9.02895199445579	8.1111223356711	8.16249505483184	8.11500498852016	8.94279183210137	0.0976991812967649	8.1295407930077	0.0286051792087916	1.10003652848303	0.137551431555684	0.137551431555684	0.000158139528614208	1	1
1771831_at	7.54181937218458	7.6395884290605	7.67012122911678	7.63144195841184	7.66494620396656	7.51275933856161	7.61717634345395	0.0670228901867792	7.60304916698	0.0799676400453013	1.00185809353112	0.00267817494290668	0.00267817494290668	0.826102914185226	1	1
1771832_at	11.8188750085139	11.8597641748761	11.7272228015254	10.945009058266	10.9442600976352	10.9835859307482	11.8019539949718	0.0678715289122858	10.9576183622165	0.0224916917348224	1.07705466688516	0.107091477034017	0.107091477034017	3.3745195740351e-05	0.368767499050556	0.368767499050556
1771833_at	6.86991424486441	6.73309777934193	6.32950598378942	6.2341033702745	6.25744156947311	5.97634691927305	6.64417266933192	0.28096446136877	6.15596395300689	0.155989990034506	1.07930662363391	0.110104782855364	0.110104782855364	0.0581068527423926	1	1
1771834_at	1.04498305298151	1.13978978078727	1.36686806673866	1.26018980934173	1.20401643781994	1.32748173479493	1.18388030016915	0.165410008599489	1.26389599398553	0.061816031437978	0.936691235515299	-0.0943545287540755	0.0943545287540755	0.47641921846658	1	1
1771835_at	7.76955141338683	7.49530571256174	7.78761382563749	6.47629249108677	6.59563595882068	6.8077053545372	7.68415698386202	0.16379915960675	6.62654460148155	0.167854489539173	1.15960239400547	0.213630216966804	0.213630216966804	0.00145004738939979	1	1
1771836_at	9.6317022426568	9.88117956075936	9.64492794550819	8.85357192478198	8.63811826083331	8.73138292579188	9.71926991630812	0.140373713809689	8.74102437046906	0.108049934839518	1.11191429109201	0.153045586099125	0.153045586099125	0.000667435730736454	1	1
1771837_at	9.07546599474133	9.26198648535043	9.08697029597564	8.5227966911592	8.38044709600936	8.4780691213649	9.14147425868913	0.104525043974495	8.46043763617782	0.0727942563823375	1.08049661870907	0.11169455745491	0.11169455745491	0.000756033773298929	1	1
1771838_at	1.92723681717832	2.16374382268954	1.99654255820775	1.89984792946805	1.81188263172755	2.04943321984531	2.02917439935854	0.121583381704239	1.92038792701364	0.120099913002271	1.05664817551424	0.0794950929615162	0.0794950929615162	0.332099743930728	1	1
1771839_at	1.29509328888554	1.24040640085459	1.24040640085459	1.20087887945617	1.18475972372638	1.29513451717862	1.25863536353157	0.0315734895258118	1.22692437345372	0.0596189950903956	1.02584592071359	0.0368140583180525	0.0368140583180525	0.461251186249432	1	1
1771840_at	8.10938308089517	8.24390749313835	8.23420644666391	8.01258303276366	7.97426592540689	7.94332387783602	8.19583234023248	0.0750242187940095	7.97672427866886	0.0346949601656084	1.02746842612444	0.0390940608913066	0.0390940608913066	0.010097114991292	1	1
1771841_at	8.24432848828521	8.38263362461154	8.43599972747415	8.10856520134174	8.11588362462814	8.16445060579463	8.35432061345697	0.0989226259939312	8.1296331439215	0.030374027857937	1.0276380822551	0.0393322597952724	0.0393322597952724	0.0197612415819537	1	1
1771842_at	7.93762938019729	7.65011094530066	7.77949506503357	7.92662287068331	8.09196970565199	8.054891240516	7.78907846351051	0.143998589389368	8.0244946056171	0.086763244051976	0.970662807606375	-0.0429578808901228	0.0429578808901228	0.0723391544364988	1	1
1771843_at	7.03975149270119	7.17391280506032	7.26993485075257	7.20578371186371	7.24966609054654	7.19185553897557	7.16119971617136	0.115617090227943	7.21576844712861	0.0301709491393213	0.992437571776716	-0.0109517409650682	0.0109517409650682	0.473202358954154	1	1
1771844_at	2.28835749355318	2.32816857598613	1.94930424764066	2.14357774540411	2.08455045654316	2.26008211118962	2.18861010572666	0.208198705223705	2.16273677104563	0.0893204435914891	1.01196323798042	0.0171568815869017	0.0171568815869017	0.852839266291629	1	1
1771845_at	1.23511755020875	0.816582384811603	1.27510926051797	1.0480966673679	1.14730771288592	1.10534149939214	1.10893639851277	0.253974381028388	1.10024862654865	0.0498012138762159	1.00789618978337	0.01134705332473	0.01134705332473	0.956424554270698	1	1
1771846_at	1.18763676122038	1.19325603737034	1.11477927516067	1.31735470146047	1.20957566244402	1.13813968262312	1.1652240245838	0.0437766904229169	1.2216900155092	0.0902195871574398	0.953780426942532	-0.0682709181969094	0.0682709181969094	0.384639328510607	1	1
1771847_at	1.681876811867	1.55070507840575	1.65147562201578	1.88053677341714	1.55865175965999	1.68660995983538	1.62801917076284	0.0686597388856332	1.7085994976375	0.16206525028495	0.952838376116767	-0.0696965751378914	0.0696965751378914	0.472179028795519	1	1
1771848_at	1.71012446960365	1.95188713059509	1.7029924169655	1.56894823979324	1.6729309285176	1.51008080217657	1.78833467238808	0.141685466731331	1.58398665682914	0.0824600291203654	1.12900867231294	0.175056568001811	0.175056568001811	0.0969929821655628	1	1
1771849_at	10.4985899955172	10.2957098619947	10.2473082453903	10.8429488003635	10.7153175143293	10.8074600038222	10.3472027009674	0.133320155399739	10.788575439505	0.0658779657455637	0.959088876838975	-0.0602635817986908	0.0602635817986908	0.00678751659859083	1	1
1771850_at	1.17983555117851	1.17983555117851	1.0509969922511	1.35944695424795	1.2559379350356	1.16078919274965	1.13688936486937	0.0743849766787437	1.25872469401107	0.0993581957871084	0.903207325858166	-0.146870907119691	0.146870907119691	0.164316028381934	1	1
1771851_at	9.78798894784606	9.91636377935032	9.74558521557577	9.09977328601164	9.23023851326936	9.19572875997889	9.81664598092405	0.0889227114962723	9.17524685308663	0.0676012223507045	1.06990538108756	0.0974832150641222	0.0974832150641222	0.000573997188853855	1	1
1771852_at	1.43263030723198	1.33448093243583	1.61762234997926	1.55012942278424	1.69797751373981	1.37524024958543	1.46157786321569	0.143773211448441	1.54111572870316	0.161557328614966	0.948389427214268	-0.0764485153556809	0.0764485153556809	0.55875286079401	1	1
1771853_at	3.09315281503933	2.44996287209228	2.47997521679994	3.08335032664928	3.19029717951256	3.35451391629456	2.67436363464385	0.362992380665148	3.2093871408188	0.136586028034839	0.833294182752147	-0.263102186245183	0.263102186245183	0.075219935537462	1	1
1771854_at	0.974017710094816	1.15021328438422	1.1395402994534	1.0458397710464	1.01467438564813	0.992578133266205	1.08792376464415	0.0987897773004852	1.01769742998691	0.0267591967847104	1.06900512135334	0.0962687646892495	0.0962687646892495	0.300399946916352	1	1
1771855_at	8.26704157599592	8.2243629151656	8.06918606314291	7.55027658663494	7.5671624523829	7.57799093720628	8.18686351810148	0.104121825650108	7.56514332540804	0.0139670670580207	1.08218220937141	0.113943429317305	0.113943429317305	0.00051064748121218	1	1
1771856_at	1.44226447958184	1.37457659487437	1.27735642400759	1.44715882233698	1.4143244416593	1.42829446062057	1.36473249948793	0.0828935845455058	1.42992590820562	0.0164778746972651	0.954407841452783	-0.0673221985656939	0.0673221985656939	0.252472037609035	1	1
1771857_at	8.95308228992003	8.60484285085406	8.86788076219476	8.54567293958688	8.6598556959438	8.72983042386808	8.80860196765628	0.181530048040804	8.64511968646625	0.0929589007878578	1.01891035487293	0.0270271268035913	0.0270271268035913	0.237334121412736	1	1
1771858_at	1.42424340182678	1.1829810320749	1.27160308303015	1.23017213310914	1.05816197196289	1.32442777083159	1.29294250564394	0.122038563506339	1.20425395863454	0.135011787403429	1.07364604979996	0.102518456674273	0.102518456674273	0.446159634835332	1	1
1771859_at	7.48821336561089	7.39933465718388	7.59674373347633	7.3518767514201	7.40081441219128	7.32334222189972	7.49476391875703	0.0988674271969794	7.35867779517037	0.0391813184338241	1.01849328471427	0.0264364681375188	0.0264364681375188	0.0909778036647827	1	1
1771860_at	10.463273448243	9.93604285962565	10.1098416773443	12.0013923194268	12.1766713061958	12.157707765026	10.1697193284043	0.268667123436788	12.1119237968829	0.0961915256396859	0.839645253631929	-0.252148170478625	0.252148170478625	0.000296344246754112	1	1
1771861_at	1.13804504891692	1.30617412022693	1.3701591946709	1.18538524255435	1.30617412022693	1.2364367363346	1.27145945460492	0.119887760725234	1.24266536637196	0.0606348506756394	1.02317123258776	0.0330476071875266	0.0330476071875266	0.729300367416676	1	1
1771862_at	8.58976783845162	8.46544357130495	8.55427335333059	8.22569829538164	7.9733650968927	8.21342855272399	8.53649492102906	0.0640404976691656	8.13749731499944	0.142274999250399	1.0490319800529	0.0690586595743489	0.0690586595743489	0.0114277030321186	1	1
1771863_at	8.14269027648721	8.39706508774121	8.3064076378056	7.9729371235589	7.78489379295967	7.87902711957931	8.28205433401134	0.128924197513108	7.87895267869929	0.0940216874013454	1.05116183225746	0.0719847973895337	0.0719847973895337	0.0119162284862247	1	1
1771864_at	1.45556546584093	1.63343887397168	2.10706456706738	1.23921571544941	1.59151438056263	1.44776968083229	1.73202296896	0.336751967422934	1.42616659228144	0.177140078571567	1.21446048332213	0.280315547657843	0.280315547657843	0.236249971457528	1	1
1771865_at	2.033805124912	1.73876108353852	1.63300428334618	1.49896010617392	1.60294279489829	1.40142729052499	1.8018568305989	0.207716474124702	1.50111006386573	0.100774954052402	1.20034957727128	0.263454622458928	0.263454622458928	0.0870389545890519	1	1
1771866_x_at	1.43349569325448	1.191964242441	1.29402658098037	1.03317529581955	1.07004524813407	1.13813968262312	1.30649550555862	0.121247540152861	1.08045340885891	0.0532506148463846	1.20921040634083	0.274065299817343	0.274065299817343	0.0416992675199285	1	1
1771867_at	1.47961504945725	1.69050920069548	1.77990659838164	1.53468708829313	1.59869683273394	1.69050920069548	1.65001028284479	0.154187792477745	1.60796437390752	0.07832335646495	1.0261485326538	0.0372395728684603	0.0372395728684603	0.695322431285616	1	1
1771868_at	8.45323788371628	7.77996051276128	7.67860593780251	8.51610119889943	7.96568425788222	8.11975105973389	7.97060144476002	0.42103638396527	8.20051217217185	0.283956810450723	0.971963857551237	-0.0410254266335107	0.0410254266335107	0.476792816123179	1	1
1771869_at	1.1876232646984	1.31228746378107	1.26013212866306	1.52885293338629	1.28697615093669	1.26166483809231	1.25334761904751	0.0626084084710155	1.3591646408051	0.14749831564739	0.922145545447013	-0.116933620672009	0.116933620672009	0.316500216068559	1	1
1771870_at	7.50448746118757	7.67588670787692	7.4915328157293	7.45756874371435	7.43977314801553	7.37857716974582	7.5573023282646	0.102901151722257	7.42530635382523	0.04143529039496	1.01777650216026	0.0254207886971569	0.0254207886971569	0.108333605955539	1	1
1771871_at	8.61687515654881	8.58135159197091	8.67081207466978	7.87396451764229	7.69025686862155	7.85468644438475	8.62301294106317	0.0450449640940838	7.8063026102162	0.100959752544366	1.10462191534545	0.14355265541366	0.14355265541366	0.000214998501219528	1	1
1771872_at	1.55572559103049	1.83028666342841	1.68717123797077	1.3239974883851	1.57939712850477	1.52745020866694	1.69106116414322	0.137321863748255	1.4769482751856	0.134981769166541	1.14496979518847	0.195309539888523	0.195309539888523	0.126400377093102	1	1
1771873_at	1.89822287530568	1.67036408668913	1.72429606501123	1.69373327228703	1.87012655603511	1.92386329370971	1.76429434233535	0.119078980215331	1.82924104067728	0.120389682757939	0.964495275965441	-0.052153922821301	0.052153922821301	0.542823211972755	1	1
1771874_at	1.32442777083159	1.18224363802973	1.0786594600921	1.52744987462594	0.919464315233919	1.12841907821185	1.19511028965114	0.1233883247471	1.1917777560239	0.30890508517646	1.00279627104164	0.00402853654601735	0.00402853654601735	0.986986344461656	1	1
1771875_at	1.55242805817214	1.63870674844967	1.91835849906769	1.54010253098963	1.69517778171416	1.56819810294699	1.70316443522983	0.191291314314817	1.60115947188359	0.0826251912460728	1.06370693559102	0.0891007252678479	0.0891007252678479	0.444254373871214	1	1
1771876_at	1.38161365615915	1.47445037559042	1.24354607329704	1.28477864910541	1.06928090164439	1.07480845761408	1.3665367016822	0.116188145357533	1.14295600278796	0.122853106290044	1.19561619025481	0.257754338296405	0.257754338296405	0.0838410805238743	1	1
1771877_at	1.33090486157252	1.53498868159829	1.29402658098037	1.3685181784529	1.30858215510724	1.1098445953184	1.38664004138373	0.129790181389005	1.26231497629285	0.135401235332225	1.09848973309023	0.135521385838538	0.135521385838538	0.31492215930517	1	1
1771878_at	1.01300303636184	1.37514109412746	1.57584251019014	1.00751991021414	1.16641506498668	1.14281704731947	1.32132888022648	0.285252316552422	1.10558400750676	0.0857417167592201	1.19514109398729	0.257180947561478	0.257180947561478	0.277946041974802	1	1
1771879_at	1.50144438126271	1.4527677463003	1.52534997376291	1.37763003224627	1.11589477254473	1.14741116040048	1.49318736710864	0.0369888989821796	1.21364532173049	0.14288652713981	1.23033256946894	0.29904834115087	0.29904834115087	0.0304882356895639	1	1
1771880_at	6.80940242623116	7.12277713296939	6.99123222243569	7.87707391661659	7.84776295315409	7.69152231428376	6.97447059387875	0.15735831992535	7.80545306135148	0.0997494084710861	0.893538214765864	-0.162398663243162	0.162398663243162	0.00151171410355652	1	1
1771881_at	8.73436067295821	8.73263232473727	8.62864959552453	8.35047033665046	8.27315952822254	8.30378844407316	8.69854753107334	0.0605395560140806	8.30913943631539	0.0389321860858966	1.04686503310512	0.0660754550468862	0.0660754550468862	0.000722438469785447	1	1
1771882_at	2.14729167968799	2.42534143896494	1.86752824181921	2.24371253119426	2.03553626148371	1.83541677719216	2.14672045349071	0.278907037293811	2.03822185662338	0.204161125094805	1.05323198576973	0.0748232405971303	0.0748232405971303	0.615536697769979	1	1
1771883_at	1.32442777083159	1.08136744023546	1.26314938619941	1.07210666173387	0.84654531433812	0.794869669765586	1.22298153242215	0.126410733069539	0.904507215279192	0.147427181684493	1.35209704440518	0.435198702254455	0.435198702254455	0.046848137034263	1	1
1771884_at	5.86687449101438	6.05749385309039	5.86204236688708	5.9680445827327	5.95063119626912	5.94814869470904	5.92880357033062	0.111475239463695	5.95560815790362	0.0108415497229857	0.995499269451193	-0.00650783766536942	0.00650783766536942	0.69975809623981	1	1
1771885_at	1.2191612348274	1.23230695463451	1.1404232139267	1.28291830294986	1.44118733345245	1.30503600428034	1.19729713446287	0.0496908906659732	1.34304721356088	0.0857082873897524	0.891478067467502	-0.165728790413536	0.165728790413536	0.0634308792157629	1	1
1771886_at	9.69367545345746	9.71491817264459	9.79616767340393	10.3278586215319	10.0756040208726	10.0419771783299	9.73492043316866	0.0540946541438555	10.1484799402448	0.156253718707979	0.959249118142696	-0.0600225613576984	0.0600225613576984	0.0123303451285739	1	1
1771887_at	7.61586279671626	7.41461699495561	7.50369470452927	7.30306412912834	7.40485976400833	7.44707912381891	7.51139149873371	0.10084343638701	7.38500100565186	0.0740328129043252	1.01711448556136	0.0244820768903053	0.0244820768903053	0.155033529447761	1	1
1771888_at	1.50430331083929	1.34067523646433	1.44249897982476	1.58341857593384	1.33617423952928	1.54955561528227	1.42915917570946	0.0826256586133525	1.4897161435818	0.134044814338626	0.959349995545637	-0.0598708513646548	0.0598708513646548	0.541793601601763	1	1
1771889_at	1.20591824144791	1.41571785128122	1.11816263655333	1.21262848454382	1.20591824144791	1.21262848454382	1.24659957642749	0.152892134247418	1.21039173684518	0.0038741606577515	1.02991414967577	0.0425240840114141	0.0425240840114141	0.70277914415576	1	1
1771890_at	1.49247432911834	1.47447568218374	1.7580021278905	1.39490268956362	1.47447568218374	1.32860202120611	1.57498404639753	0.158753587165442	1.39932679765116	0.0730373931012861	1.12552982551411	0.170604287401735	0.170604287401735	0.156644862417443	1	1
1771891_at	1.54029142310601	1.42509522219615	1.62145300427527	1.43630873438165	1.48830007874383	1.12602676710965	1.52894654985914	0.0986692670363899	1.35021186007838	0.195882597246907	1.1323752924007	0.17935217615084	0.17935217615084	0.23094760963006	1	1
1771892_at	9.6851737764376	9.84491799994495	9.66990532767606	9.34836111018832	9.22726286715931	9.18851038427002	9.73333236801954	0.0969370740276452	9.25471145387255	0.0833854443447278	1.05171645993854	0.0727458101657545	0.0727458101657545	0.00291776482800123	1	1
1771893_at	8.35931411864442	8.14334530439716	8.46667090429872	8.5665364780232	8.76705573084538	8.73665866296449	8.32311010911343	0.164675160900227	8.69008362394436	0.10806904451732	0.957771003052286	-0.0622473368932449	0.0622473368932449	0.0320670631156765	1	1
1771894_at	7.48500273365759	7.6140248871874	7.41801814041592	7.24302172172408	7.26733292337209	7.25059102085183	7.5056819204203	0.0996262152691757	7.253648555316	0.0124406599158659	1.03474573701528	0.0492763049107226	0.0492763049107226	0.0121766067623665	1	1
1771895_at	1.35418795766153	1.4881241964532	1.43013505445141	1.43612411161765	1.35418795766153	1.27225180370542	1.42414906952205	0.0671684675059341	1.35418795766153	0.081936153956115	1.05166277802479	0.0726721699687084	0.0726721699687084	0.316533934199556	1	1
1771896_at	8.27235788806174	8.28427735745086	8.36012720657621	10.5922893564376	10.6220270345121	10.5430999865911	8.3055874840296	0.0476072939708313	10.5858054591803	0.0398610137366533	0.784596648413447	-0.349976922265659	0.349976922265659	3.65945755053955e-07	0.00399905521122962	0.00399905521122962
1771897_at	10.6651202710816	10.5621514761451	10.550618801357	11.0074466126806	10.9954427849509	10.9865031216248	10.5926301828612	0.0630425278251867	10.9964641730854	0.0105090380003164	0.963276014556333	-0.0539788515684659	0.0539788515684659	0.000395953452716101	1	1
1771898_at	1.42826259171557	1.47504790298457	1.7536926629919	2.0977364079265	1.57364227221769	1.73165497806261	1.55233438589735	0.17594340895157	1.80101121940227	0.268842671335234	0.861923773252533	-0.214367808883031	0.214367808883031	0.251134310834406	1	1
1771899_at	1.75450542128248	1.28973177649681	1.89502321749617	1.49637747564779	1.61567102216392	1.56313825727538	1.64642013842515	0.31679055133405	1.55839558502903	0.059788019411302	1.05648408802088	0.0792710386346643	0.0792710386346643	0.660917950400822	1	1
