probe_id	b1	b2	b3	c1	c2	c3	b_mean	b_std	c_mean	c_std	fold_change	log2_fold_change	abs_log2_fold_change	p_value	fdr
1769324_at	7.052846796027071	6.744602009870469	6.69222124898329	7.10214524159976	6.562304103989081	7.065111669938281	6.82989001829361	0.19485438045049386	6.909853671842374	0.3015557957389637	0.9884275908946357	-0.016792812375967386	0.016792812375967386	0.719311012255607	0.9194445572402785
1769325_at	6.158277214469581	4.96549712436632	4.9535296386718395	5.965966775185961	4.97824540282213	6.1194486255321	5.359101325835913	0.6921324879735966	5.687886934513397	0.6193403726726238	0.9421954739144948	-0.08590169323261793	0.08590169323261793	0.5729309534301805	0.9111215630145474
1769326_at	1.21476052495119	1.8775058028141498	1.6231620159762499	1.52029456670533	1.83513806921677	1.5937365799196201	1.5718094479138631	0.33434359649522905	1.6497230719472402	0.16471937723166283	0.9527716952267558	-0.06979754037818676	0.06979754037818676	0.7356162333223255	0.9254516158321734
1769327_at	0.713502417086605	1.33603487853529	1.30359936945957	1.19082941347849	1.18755255837803	1.3893372321339599	1.1177122216938216	0.3504314343316014	1.25590640133016	0.11556610403393187	0.889964586938984	-0.1681801647229077	0.1681801647229077	0.5519067266403473	0.9111215630145474
1769328_at	1.48830007874383	1.8701265560351101	1.41061704348899	1.5564056130310902	1.5564056130310902	1.26551176301537	1.5896812260893103	0.2459590429480235	1.4594409963591835	0.16794764261218262	1.0892398048670913	0.12332160989157231	0.12332160989157231	0.49096504238844113	0.9111215630145474
1769329_at	7.54007017104931	8.07062199398608	7.98024861564243	7.52543911739055	7.92499218315544	7.589449580145559	7.863646926892606	0.2838455118015177	7.679960293563849	0.21460383273172565	1.023917654038224	0.03409969493980637	0.03409969493980637	0.42180810135267416	0.9111215630145474
1769330_at	1.25282202249583	1.41571785128122	1.29301671654242	1.3067946541396498	1.55332905501878	1.13813968262312	1.3205188634398233	0.0848589348383218	1.332754463927183	0.2088084948720458	0.9908193138207126	-0.013306103895145223	0.013306103895145223	0.929610499669124	0.9794430717686259
1769331_at	6.9880983770053495	7.43985450969479	7.544214608665	6.96260269304092	7.559145760696389	7.0399648086467	7.324055831788381	0.2955897767726194	7.187237754128003	0.3243962056575317	1.0190362531950186	0.02720537768067106	0.02720537768067106	0.6178763050960185	0.9111215630145474
1769333_at	12.939765417840901	3.7381302876195597	3.5608457792079	12.545628954946698	4.63946350712996	12.930477465885401	6.74624716155612	5.364476558102416	10.038523309320688	4.67968077488377	0.6720358118103171	-0.5733899807158638	0.5733899807158638	0.4679918954896441	0.9111215630145474
1769334_at	1.47293826946009	1.6577032899914301	1.46399167706099	1.4926854838611998	1.5878490071297602	1.60517052510288	1.531544412170837	0.10934832974765762	1.56190167203128	0.06056541318954443	0.9805639110297111	-0.028316429670627023	0.028316429670627023	0.6956339065012388	0.913095846558358
1769335_at	8.6501768464651	8.849486858544848	8.70491485859861	8.66030597970378	9.01372579493556	8.65408687534153	8.734859521202853	0.10297394011432577	8.776039549993623	0.20586581209787064	0.9953076751128817	-0.006785526271341048	0.006785526271341048	0.7721353393506374	0.9323467089843567
1769336_at	6.17386530773162	5.91836889862565	6.097365470844481	6.16799962273139	6.2932451619236	6.20856724979396	6.063199892400584	0.1311299692263969	6.2232706781496505	0.06390425945072054	0.9742786720958343	-0.03759361072369037	0.03759361072369037	0.1301433789743465	0.9111215630145474
1769337_at	1.44233431318791	1.6670039786539799	1.6465370701135702	1.3911374299939099	1.4863317326915602	1.57571389820436	1.5852917873184866	0.124227022598331	1.4843943536299433	0.09230348440054748	1.0679721217221072	0.09487398749530944	0.09487398749530944	0.32194955793890395	0.9111215630145474
1769338_at	4.67671492523714	3.82928730321211	4.4825666489422105	4.07799282044514	4.07799282044514	4.95585055319438	4.329522959130487	0.44395965119156894	4.370612064694886	0.506831398312968	0.9905987754217972	-0.013627257373537477	0.013627257373537477	0.9209642834293205	0.9777965715422372
1769339_at	7.68376934795691	7.60818573210306	7.78076439351729	7.60418924693212	7.772957917227731	7.69601812574699	7.690906491192421	0.08651041962708915	7.691055096635613	0.08449372616832238	0.9999806781460638	-2.7875812161532515e-05	2.7875812161532515e-05	0.9984036270595983	1.0
1769340_at	1.58940463971965	1.8387074260141998	1.71701615571335	1.7453685272462902	1.58940463971965	1.6001009819454097	1.7150427404824	0.12466310837337485	1.6449580496371166	0.08712233321330075	1.0426057618069617	0.06019373790994426	0.06019373790994426	0.46948503085420545	0.9111215630145474
1769341_at	9.5650529420589	10.3922699636079	10.155335914482801	9.590333634898832	10.223811091452301	9.48101685696833	10.037552940049867	0.42600073002848443	9.765053861106487	0.40103763761048444	1.0279055377286472	0.039707690103611644	0.039707690103611644	0.4650648770001884	0.9111215630145474
1769342_at	10.5637255158078	2.0195231280349297	2.78341443743564	10.3482186519738	2.7799848886920295	10.4489456039019	5.12222102709279	4.727934095212589	7.859049714855909	4.398887485602755	0.6517608633280801	-0.6175853705765708	0.6175853705765708	0.5036287691829759	0.9111215630145474
1769343_at	1.65958651049584	1.90104924623474	1.750900657765	1.6130938184506203	1.8856207598985002	1.4511537104499799	1.7705121381651932	0.12192014111804425	1.6499560962663669	0.21956667531401414	1.0730662119868697	0.1017390982360641	0.1017390982360641	0.4524836676784179	0.9111215630145474
1769344_at	8.53403109690816	9.2994733519155	9.148669531019948	8.68087261497542	9.2357298141005	8.52451260735187	8.994057993281203	0.40546764006408076	8.813705012142597	0.37375234192806706	1.0204627884516368	0.0292235749281084	0.0292235749281084	0.6013445600124133	0.9111215630145474
